LenderYield,ProsperScore,BorrowerState,Occupation,OriginationYear,CreditScoreRangeLower
0.198,6.0,CA,Nurse (LPN),2013,660.0
0.2279,4.0,NV,Professional,2013,640.0
0.3099,5.0,IL,Other,2011,680.0
0.089,10.0,SC,Other,2013,740.0
0.2466,3.0,MI,Accountant/CPA,2013,640.0
0.2625,8.0,CA,Professional,2010,640.0
0.1985,8.0,FL,Police Officer/Correction Officer,2012,660.0
0.2135,3.0,MO,Executive,2013,660.0
0.1349,8.0,NJ,Computer Programmer,2011,760.0
0.2636,2.0,CA,Attorney,2013,720.0
0.193,4.0,TX,Professional,2014,660.0
0.174,4.0,TN,Professional,2013,660.0
0.14,8.0,KS,Computer Programmer,2013,660.0
0.3077,4.0,CA,Other,2012,760.0
0.2099,7.0,OH,Laborer,2011,660.0
0.34,6.0,MI,Police Officer/Correction Officer,2009,640.0
0.09,9.0,CA,Other,2009,740.0
0.169,3.0,TX,Other,2014,680.0
0.1214,7.0,GA,Accountant/CPA,2014,680.0
0.1013,9.0,GA,Other,2011,720.0
0.2599,5.0,NY,Professional,2011,620.0
0.1246,9.0,SC,Principal,2013,800.0
0.1459,4.0,CA,Tradesman - Carpenter,2013,720.0
0.1234,7.0,TX,Other,2013,720.0
0.156,5.0,MD,Analyst,2013,660.0
0.1459,4.0,IL,Professional,2013,760.0
0.2461,6.0,NY,Civil Service,2011,680.0
0.3077,2.0,PA,Truck Driver,2012,700.0
0.1285,6.0,PA,Other,2014,700.0
0.152,9.0,UT,Professional,2013,720.0
0.1585,9.0,NJ,Attorney,2013,660.0
0.2411,5.0,NY,Food Service,2011,760.0
0.2958,4.0,MN,Administrative Assistant,2012,700.0
0.0855,9.0,FL,Nurse (RN),2011,820.0
0.142,10.0,IL,Professional,2013,720.0
0.1199,6.0,FL,Sales - Commission,2013,680.0
0.2474,2.0,AZ,Other,2011,660.0
0.062,10.0,TX,Other,2009,820.0
0.26,7.0,MO,Teacher's Aide,2009,620.0
0.1799,3.0,NH,Professional,2013,700.0
0.2858,6.0,RI,Postal Service,2012,660.0
0.0779,8.0,GA,Professional,2014,700.0
0.13,8.0,MN,Nurse (RN),2014,660.0
0.3077,4.0,TX,Executive,2012,680.0
0.089,6.0,CA,Executive,2014,720.0
0.1319,6.0,MA,Teacher,2013,780.0
0.1365,8.0,IL,Other,2014,720.0
0.2125,4.0,NY,Construction,2013,660.0
0.089,8.0,NJ,Nurse (RN),2013,700.0
0.0559,11.0,KS,Nurse (RN),2014,700.0
0.1774,3.0,OR,Clerical,2012,680.0
0.3077,4.0,NV,Military Enlisted,2012,720.0
0.1199,6.0,NY,Other,2013,780.0
0.3077,3.0,OH,Engineer - Electrical,2012,760.0
0.1485,8.0,NY,Teacher's Aide,2013,660.0
0.0929,8.0,IL,Other,2011,700.0
0.0699,7.0,NV,Teacher,2013,720.0
0.0864,8.0,HI,Attorney,2012,700.0
0.0939,7.0,TX,Other,2014,680.0
0.191,2.0,IL,Skilled Labor,2014,720.0
0.2279,3.0,NM,Teacher,2013,680.0
0.129,9.0,MS,Clerical,2011,740.0
0.1149,7.0,NY,Other,2013,720.0
0.1665,3.0,MA,Engineer - Mechanical,2014,740.0
0.1945,6.0,FL,Laborer,2013,700.0
0.2599,4.0,OH,Skilled Labor,2013,640.0
0.275,3.0,TX,Professional,2014,640.0
0.2172,3.0,OH,Other,2013,740.0
0.1724,5.0,TX,Police Officer/Correction Officer,2013,680.0
0.1169,9.0,NY,Doctor,2013,800.0
0.14,8.0,MN,Professional,2013,720.0
0.0669,6.0,FL,Retail Management,2013,760.0
0.089,8.0,MS,Administrative Assistant,2014,680.0
0.1103,5.0,CA,Teacher,2013,760.0
0.166,4.0,NC,Clerical,2013,700.0
0.1214,8.0,TX,Other,2013,740.0
0.0616,9.0,CA,Professor,2013,780.0
0.1415,8.0,CA,Nurse (RN),2010,780.0
0.2525,7.0,WA,Other,2010,660.0
0.2572,4.0,CA,Other,2013,680.0
0.2895,2.0,IL,Other,2012,680.0
0.0899,8.0,CA,Administrative Assistant,2012,780.0
0.3077,4.0,NC,Clerical,2011,680.0
0.2278,5.0,IN,Professional,2012,740.0
0.1668,8.0,CA,Administrative Assistant,2012,660.0
0.3077,3.0,NC,Other,2012,700.0
0.1572,5.0,CA,Administrative Assistant,2012,640.0
0.2135,3.0,CA,Accountant/CPA,2014,660.0
0.2255,7.0,FL,Skilled Labor,2010,760.0
0.1899,8.0,TN,Other,2011,660.0
0.2647,7.0,IL,Other,2012,700.0
0.2635,8.0,CO,Other,2010,660.0
0.1249,8.0,CA,Food Service,2013,740.0
0.2499,7.0,IL,Other,2011,680.0
0.084,9.0,CA,Professional,2009,820.0
0.3034,2.0,IN,Sales - Commission,2013,660.0
0.2099,6.0,NC,Food Service Management,2011,740.0
0.0989,9.0,NY,Other,2013,700.0
0.1199,8.0,FL,Sales - Retail,2012,680.0
0.089,6.0,OH,Professional,2013,740.0
0.2332,4.0,MO,Sales - Commission,2013,660.0
0.1214,9.0,TX,Professional,2014,640.0
0.2704,7.0,IN,Professional,2012,660.0
0.156,7.0,NV,Food Service,2013,680.0
0.1775,4.0,AL,Engineer - Mechanical,2014,720.0
0.1146,5.0,OH,Other,2012,700.0
0.3099,2.0,WA,Military Enlisted,2011,720.0
0.1924,5.0,CA,Administrative Assistant,2012,660.0
0.1799,6.0,FL,Tradesman - Electrician,2011,680.0
0.2384,1.0,CT,Landscaping,2012,660.0
0.1549,6.0,MO,Computer Programmer,2013,700.0
0.2105,4.0,IL,Computer Programmer,2011,760.0
0.0739,9.0,CT,Computer Programmer,2012,740.0
0.0999,5.0,TX,Other,2014,700.0
0.1485,5.0,NE,Nurse (LPN),2013,700.0
0.1719,6.0,NC,Social Worker,2013,700.0
0.2932,3.0,GA,Executive,2013,620.0
0.251,6.0,OR,Sales - Commission,2012,600.0
0.2612,2.0,NJ,Other,2013,780.0
0.1539,6.0,MN,Skilled Labor,2013,660.0
0.2535,8.0,IL,Executive,2009,640.0
0.1752,5.0,FL,Principal,2012,740.0
0.3077,4.0,TX,Accountant/CPA,2012,660.0
0.139,8.0,WI,Tradesman - Electrician,2011,780.0
0.163,7.0,AR,Other,2013,680.0
0.083,8.0,IL,Accountant/CPA,2014,740.0
0.2612,5.0,IL,Executive,2013,600.0
0.1214,5.0,NJ,Other,2013,680.0
0.2539,3.0,VA,Food Service,2013,660.0
0.2349,7.0,GA,Other,2012,660.0
0.095,10.0,CA,Skilled Labor,2009,700.0
0.1214,7.0,TX,Other,2013,680.0
0.1255,11.0,CA,Analyst,2014,680.0
0.2399,6.0,CA,Professional,2011,720.0
0.2869,4.0,UT,Accountant/CPA,2013,620.0
0.0999,7.0,WI,Police Officer/Correction Officer,2013,720.0
0.34,4.0,MI,Clerical,2009,600.0
0.1053,8.0,FL,Other,2013,700.0
0.3077,4.0,CA,Executive,2012,660.0
0.1949,3.0,ID,Professional,2013,720.0
0.34,4.0,MN,Other,2010,700.0
0.0799,8.0,WA,Other,2012,680.0
0.265,7.0,MO,Laborer,2010,740.0
0.1139,6.0,CT,Analyst,2014,740.0
0.0995,9.0,TN,Accountant/CPA,2010,740.0
0.2243,6.0,TN,Administrative Assistant,2012,640.0
0.0669,10.0,CA,Administrative Assistant,2014,700.0
0.1089,8.0,CA,Construction,2014,680.0
0.1695,6.0,GA,Professional,2014,720.0
0.0616,10.0,MD,Food Service Management,2014,700.0
0.3335,6.0,CA,Other,2010,680.0
0.1579,7.0,MA,Other,2013,680.0
0.1499,9.0,GA,Computer Programmer,2013,720.0
0.3099,3.0,CA,Other,2011,740.0
0.3099,5.0,NY,Police Officer/Correction Officer,2011,660.0
0.191,9.0,MN,Teacher,2009,640.0
0.2899,3.0,WA,Accountant/CPA,2012,620.0
0.3,6.0,CA,Professional,2010,660.0
0.1815,4.0,PA,Skilled Labor,2013,660.0
0.1695,4.0,HI,Other,2013,640.0
0.0864,9.0,NE,Teacher,2012,680.0
0.2612,2.0,AR,Truck Driver,2013,680.0
0.3077,5.0,CO,Social Worker,2012,700.0
0.1625,4.0,WA,Professional,2013,680.0
0.2906,5.0,MI,Nurse (RN),2012,760.0
0.1999,7.0,KS,Nurse (RN),2012,720.0
0.2125,6.0,RI,Retail Management,2013,660.0
0.34,5.0,AK,Clerical,2010,700.0
0.2599,6.0,TX,Postal Service,2011,660.0
0.1459,6.0,GA,Attorney,2013,660.0
0.1599,7.0,VA,Professional,2013,700.0
0.2406,4.0,IL,Professional,2013,740.0
0.1555,4.0,NV,Food Service,2013,680.0
0.0779,7.0,IL,Teacher,2013,740.0
0.0799,10.0,NE,Accountant/CPA,2011,780.0
0.2727,3.0,AZ,Executive,2013,640.0
0.0769,10.0,OH,Other,2013,740.0
0.34,4.0,MO,Construction,2010,600.0
0.1699,8.0,PA,Sales - Commission,2011,720.0
0.0855,8.0,NV,Laborer,2010,760.0
0.1374,6.0,CA,Other,2013,740.0
0.1255,10.0,IN,Retail Management,2014,640.0
0.185,7.0,MD,Clerical,2013,720.0
0.145,3.0,NE,Realtor,2013,700.0
0.1884,5.0,SC,Executive,2013,720.0
0.1724,3.0,PA,Professional,2013,660.0
0.1668,8.0,MN,Retail Management,2012,660.0
0.1981,5.0,OK,Civil Service,2012,660.0
0.1459,6.0,SC,Engineer - Electrical,2013,680.0
0.1699,10.0,MA,Food Service Management,2011,680.0
0.0599,10.0,CA,Executive,2013,780.0
0.079,9.0,FL,Analyst,2011,740.0
0.2749,6.0,TX,Other,2013,640.0
0.1485,7.0,FL,Computer Programmer,2014,680.0
0.1999,6.0,MD,Other,2012,720.0
0.1665,2.0,TX,Skilled Labor,2013,700.0
0.166,7.0,IL,Professional,2013,660.0
0.2816,2.0,MD,Computer Programmer,2013,660.0
0.0774,7.0,TX,Other,2014,700.0
0.1365,10.0,KS,Other,2014,720.0
0.2584,6.0,IL,Clergy,2012,700.0
0.187,4.0,VA,Police Officer/Correction Officer,2013,700.0
0.098,9.0,OR,Sales - Commission,2010,760.0
0.177,7.0,NY,Nurse (RN),2013,680.0
0.205,4.0,MA,Accountant/CPA,2014,700.0
0.2466,6.0,CA,Other,2013,620.0
0.1585,4.0,NY,Other,2014,700.0
0.1123,9.0,AR,Analyst,2012,720.0
0.156,10.0,OR,Executive,2013,640.0
0.1799,4.0,NY,Other,2013,680.0
0.177,1.0,NC,Clerical,2013,640.0
0.2125,3.0,HI,Other,2013,740.0
0.2932,2.0,MA,Pharmacist,2013,620.0
0.1435,4.0,NY,Executive,2014,720.0
0.2899,1.0,MO,Professional,2012,640.0
0.1479,3.0,NJ,Accountant/CPA,2013,780.0
0.1595,6.0,MI,Professional,2013,720.0
0.1053,6.0,IL,Other,2013,820.0
0.3077,4.0,MD,Other,2012,720.0
0.2466,2.0,MO,Other,2013,680.0
0.18,10.0,NJ,Truck Driver,2010,660.0
0.115,9.0,TX,Professional,2010,740.0
0.1499,9.0,CA,Professional,2012,720.0
0.095,5.0,NE,Sales - Retail,2013,740.0
0.1985,4.0,WA,Nurse's Aide,2014,680.0
0.2392,8.0,WA,Professional,2013,620.0
0.1555,6.0,CA,Nurse (RN),2014,660.0
0.0739,8.0,LA,Other,2012,780.0
0.1915,3.0,PA,Police Officer/Correction Officer,2013,700.0
0.3,2.0,OH,Other,2010,800.0
0.221,5.0,NC,Executive,2013,640.0
0.3099,5.0,NJ,Postal Service,2011,700.0
0.1246,8.0,OH,Postal Service,2012,680.0
0.2479,6.0,NC,Food Service Management,2013,660.0
0.1882,6.0,NY,Sales - Retail,2012,720.0
0.3099,4.0,IN,Laborer,2011,640.0
0.093,9.0,CO,Administrative Assistant,2009,720.0
0.0616,10.0,NJ,Executive,2013,700.0
0.2187,4.0,MA,Skilled Labor,2012,600.0
0.2816,2.0,NE,Student - College Freshman,2013,720.0
0.1555,5.0,MA,Nurse (RN),2014,720.0
0.0739,8.0,OH,Other,2012,800.0
0.129,10.0,FL,Professor,2011,740.0
0.1924,7.0,NY,Analyst,2013,660.0
0.0779,8.0,AL,Nurse (RN),2014,700.0
0.3077,4.0,MO,Clerical,2012,680.0
0.1039,6.0,MS,Teacher,2013,720.0
0.2204,4.0,CT,Executive,2014,660.0
0.139,8.0,CT,Professional,2010,760.0
0.2246,3.0,CA,Dentist,2013,660.0
0.1039,5.0,CA,Computer Programmer,2014,740.0
0.2539,6.0,WA,Other,2013,600.0
0.191,5.0,DC,Executive,2009,800.0
0.3034,3.0,GA,Laborer,2013,640.0
0.2449,4.0,VA,Police Officer/Correction Officer,2013,640.0
0.2246,3.0,MD,Other,2013,660.0
0.0864,10.0,MA,Computer Programmer,2012,760.0
0.2246,2.0,IL,Truck Driver,2012,660.0
0.1123,9.0,FL,Other,2012,720.0
0.2599,4.0,OH,Teacher's Aide,2013,680.0
0.17,7.0,TX,Professional,2013,680.0
0.09,9.0,CA,Teacher,2010,720.0
0.2109,3.0,KS,Administrative Assistant,2013,720.0
0.2474,5.0,GA,Postal Service,2011,600.0
0.095,8.0,WA,Other,2009,800.0
0.3034,4.0,IL,Professional,2013,660.0
0.1985,3.0,FL,Professional,2013,640.0
0.1485,4.0,FL,Other,2014,760.0
0.2368,7.0,NY,Construction,2012,660.0
0.1319,5.0,AR,Teacher,2013,720.0
0.2612,2.0,CA,Food Service Management,2013,640.0
0.0669,9.0,NY,Other,2014,720.0
0.2299,5.0,IL,Other,2011,660.0
0.2525,7.0,MD,Engineer - Mechanical,2010,660.0
0.2099,6.0,MO,Other,2011,620.0
0.1805,3.0,NY,Sales - Retail,2014,660.0
0.275,2.0,FL,Construction,2014,640.0
0.0899,9.0,CA,Other,2012,780.0
0.0864,8.0,UT,Computer Programmer,2012,740.0
0.3077,4.0,NC,Military Enlisted,2012,660.0
0.1099,8.0,NY,Clerical,2013,700.0
0.1169,10.0,FL,Military Officer,2013,760.0
0.1089,7.0,LA,Professional,2014,720.0
0.1945,4.0,FL,Civil Service,2013,660.0
0.2466,2.0,CA,Accountant/CPA,2013,680.0
0.2599,7.0,FL,Computer Programmer,2011,660.0
0.3335,6.0,TN,Scientist,2010,660.0
0.0989,8.0,FL,Realtor,2014,760.0
0.2816,2.0,WA,Analyst,2013,680.0
0.2999,2.0,OH,Professional,2011,660.0
0.1774,5.0,DE,Construction,2013,700.0
0.2099,5.0,TX,Civil Service,2011,660.0
0.1899,5.0,MS,Teacher,2011,740.0
0.142,7.0,MN,Professional,2013,700.0
0.2024,3.0,PA,Accountant/CPA,2013,740.0
0.2476,4.0,TX,Computer Programmer,2011,680.0
0.2294,4.0,PA,Construction,2014,640.0
0.2085,4.0,FL,Postal Service,2014,640.0
0.0989,7.0,TX,Sales - Retail,2013,760.0
0.2332,6.0,NY,Other,2013,640.0
0.2187,3.0,SC,Military Officer,2012,640.0
0.34,5.0,KS,Tradesman - Mechanic,2011,640.0
0.2389,7.0,CT,Other,2012,640.0
0.1406,8.0,ID,Other,2010,620.0
0.0635,8.0,NY,Skilled Labor,2012,780.0
0.1595,7.0,CO,Professional,2013,640.0
0.1995,7.0,NH,Truck Driver,2009,780.0
0.2369,4.0,WA,Professional,2013,640.0
0.1169,7.0,NY,Social Worker,2013,840.0
0.3204,6.0,KS,Administrative Assistant,2012,680.0
0.0769,11.0,PA,Other,2013,720.0
0.2466,4.0,MI,Other,2013,700.0
0.2869,3.0,NC,Other,2013,640.0
0.1039,6.0,CA,Computer Programmer,2014,740.0
0.1149,10.0,NC,Nurse (LPN),2013,740.0
0.0719,9.0,NY,Nurse (RN),2013,700.0
0.2105,5.0,MN,Clerical,2011,720.0
0.187,3.0,CA,Sales - Commission,2013,700.0
0.0769,10.0,WA,Architect,2013,780.0
0.0709,8.0,GA,Other,2014,740.0
0.2109,3.0,PA,Teacher,2013,720.0
0.156,8.0,WV,Other,2013,720.0
0.177,3.0,NE,Civil Service,2013,720.0
0.1174,4.0,TN,Sales - Retail,2014,700.0
0.1259,8.0,FL,Executive,2012,640.0
0.1485,6.0,CA,Clerical,2014,660.0
0.2599,4.0,CA,Landscaping,2013,640.0
0.1959,5.0,TX,Other,2013,700.0
0.2832,4.0,CO,Other,2013,680.0
0.134,9.0,MI,Skilled Labor,2013,680.0
0.1,10.0,DE,Professional,2011,840.0
0.3077,4.0,TN,Administrative Assistant,2012,700.0
0.1451,9.0,NY,Retail Management,2012,820.0
0.152,8.0,WA,Engineer - Electrical,2014,700.0
0.0999,11.0,KY,Food Service Management,2014,680.0
0.2957,2.0,TX,Attorney,2012,640.0
0.1485,4.0,TX,Military Officer,2014,700.0
0.1299,7.0,FL,Nurse (RN),2013,720.0
0.3,6.0,FL,Sales - Retail,2010,660.0
0.1139,9.0,CA,Professional,2013,700.0
0.2024,4.0,OR,Professional,2013,640.0
0.1246,10.0,FL,Engineer - Electrical,2013,700.0
0.179,3.0,PA,Skilled Labor,2014,660.0
0.0559,11.0,VA,Analyst,2013,720.0
0.1599,5.0,OK,Professional,2013,720.0
0.3335,6.0,KY,Professional,2010,680.0
0.0717,9.0,MD,Professional,2012,720.0
0.1335,6.0,CA,Retail Management,2013,680.0
0.1799,4.0,KY,Other,2013,720.0
0.2246,6.0,NY,Administrative Assistant,2012,600.0
0.1199,6.0,OK,Teacher,2013,740.0
0.0689,9.0,CA,Engineer - Mechanical,2012,780.0
0.2499,6.0,MS,Professional,2011,640.0
0.082,9.0,MO,Student - College Graduate Student,2010,700.0
0.1479,5.0,NJ,Religious,2013,760.0
0.2246,4.0,MI,Accountant/CPA,2013,660.0
0.1599,5.0,CO,Other,2013,700.0
0.1701,7.0,WI,Clerical,2012,720.0
0.145,8.0,NY,Other,2013,680.0
0.2246,2.0,WY,Administrative Assistant,2013,700.0
0.156,10.0,CA,Nurse (RN),2013,640.0
0.3099,2.0,IN,Doctor,2011,760.0
0.25,6.0,FL,Other,2010,660.0
0.2824,2.0,AR,Professional,2014,680.0
0.1745,8.0,LA,Professional,2012,680.0
0.2319,4.0,MO,Other,2013,640.0
0.2398,7.0,GA,Architect,2012,700.0
0.1435,6.0,MI,Other,2013,680.0
0.1399,8.0,NY,Professor,2011,660.0
0.212,5.0,MS,Other,2012,660.0
0.2389,6.0,MN,Laborer,2012,760.0
0.2599,4.0,CA,Other,2013,700.0
0.0899,9.0,TX,Nurse (RN),2012,780.0
0.1089,7.0,MA,Other,2014,720.0
0.0616,10.0,MN,Other,2014,780.0
0.2368,6.0,OH,Other,2012,740.0
0.2195,4.0,TX,Teacher,2013,680.0
0.285,7.0,GA,Accountant/CPA,2011,700.0
0.2109,4.0,GA,Sales - Retail,2013,660.0
0.2858,6.0,CA,Other,2012,660.0
0.3099,2.0,KS,Food Service Management,2011,700.0
0.1985,8.0,CA,Professional,2012,740.0
0.34,7.0,CA,Other,2009,620.0
0.1599,6.0,TX,Analyst,2013,760.0
0.2369,3.0,MO,Other,2013,660.0
0.2399,5.0,IL,Tradesman - Mechanic,2012,720.0
0.2569,4.0,OH,Nurse (RN),2011,720.0
0.1599,4.0,NC,Other,2013,740.0
0.1435,7.0,TN,Professor,2013,720.0
0.2489,4.0,WI,Analyst,2011,760.0
0.1625,4.0,IL,Executive,2013,700.0
0.3025,7.0,CA,Administrative Assistant,2010,620.0
0.152,5.0,OH,Truck Driver,2013,680.0
0.152,6.0,OH,Truck Driver,2013,680.0
0.0559,11.0,KS,Other,2013,740.0
0.191,4.0,NV,Food Service,2014,660.0
0.2294,3.0,GA,Nurse (LPN),2014,660.0
0.1246,7.0,NJ,Teacher,2013,780.0
0.3099,4.0,KS,Professional,2011,700.0
0.089,8.0,AZ,Professional,2013,740.0
0.1405,8.0,NJ,Accountant/CPA,2009,760.0
0.34,4.0,KY,Other,2010,660.0
0.0555,10.0,UT,Social Worker,2011,800.0
0.2675,8.0,CA,Computer Programmer,2011,680.0
0.1374,8.0,IL,Computer Programmer,2013,720.0
0.2449,3.0,KS,Laborer,2013,660.0
0.2389,7.0,MI,Retail Management,2012,640.0
0.134,6.0,FL,Other,2013,720.0
0.1665,4.0,CT,Tradesman - Electrician,2014,680.0
0.1572,5.0,CA,Other,2012,620.0
0.187,4.0,WY,Professional,2014,740.0
0.2125,4.0,CA,Professional,2013,680.0
0.3099,4.0,OH,Other,2011,740.0
0.1574,6.0,FL,Administrative Assistant,2012,760.0
0.0555,10.0,IN,Professional,2011,780.0
0.2539,3.0,NC,Medical Technician,2013,740.0
0.1374,7.0,MT,Professional,2013,720.0
0.082,9.0,IL,Other,2010,740.0
0.1435,10.0,CA,Executive,2014,680.0
0.156,8.0,GA,Teacher,2013,660.0
0.237,8.0,MI,Doctor,2009,700.0
0.1349,8.0,FL,Nurse (RN),2012,680.0
0.3077,4.0,PA,Other,2012,660.0
0.3077,4.0,CA,Other,2012,760.0
0.2524,3.0,IL,Other,2013,660.0
0.1385,3.0,WA,Other,2013,700.0
0.0934,7.0,OK,Professional,2012,740.0
0.2392,4.0,CA,Other,2013,640.0
0.1054,8.0,CA,Analyst,2012,820.0
0.1169,8.0,MI,Professional,2013,740.0
0.0699,10.0,NV,Military Officer,2011,840.0
0.2999,5.0,MN,Other,2011,640.0
0.0999,7.0,TX,Accountant/CPA,2014,740.0
0.25,6.0,VA,Other,2009,700.0
0.1149,9.0,OK,Biologist,2013,660.0
0.3034,4.0,WA,Sales - Commission,2013,640.0
0.075,9.0,NC,Teacher,2009,800.0
0.1485,7.0,CA,Professional,2013,680.0
0.1949,3.0,OH,Food Service,2013,700.0
0.184,4.0,FL,Civil Service,2014,680.0
0.166,4.0,TX,Other,2013,660.0
0.3049,4.0,OR,Other,2011,720.0
0.2187,5.0,TX,Retail Management,2012,640.0
0.088,6.0,FL,Attorney,2014,720.0
0.1668,8.0,TX,Other,2012,740.0
0.1069,10.0,CO,Accountant/CPA,2013,700.0
0.2099,4.0,CO,Executive,2013,700.0
0.1299,11.0,CA,Executive,2013,740.0
0.2024,4.0,GA,Other,2013,640.0
0.1505,6.0,WI,Other,2014,660.0
0.3099,6.0,AZ,Other,2011,640.0
0.188,4.0,WA,Other,2013,720.0
0.1884,5.0,AR,Other,2013,660.0
0.1579,8.0,TN,Other,2012,740.0
0.2352,5.0,WI,Postal Service,2012,720.0
0.1839,7.0,CA,Postal Service,2013,720.0
0.1174,9.0,FL,Principal,2014,700.0
0.07,9.0,CT,Military Officer,2010,860.0
0.2352,5.0,TN,Clerical,2012,720.0
0.24,7.0,AR,Other,2010,620.0
0.1015,9.0,GA,Executive,2010,800.0
0.1815,6.0,GA,Other,2013,680.0
0.1839,6.0,TX,Executive,2013,680.0
0.1745,8.0,MD,Civil Service,2012,640.0
0.1802,5.0,CA,Executive,2012,700.0
0.3077,5.0,TX,Other,2012,700.0
0.2999,5.0,CA,Other,2011,600.0
0.0999,9.0,DC,Other,2013,720.0
0.139,8.0,IL,Sales - Commission,2010,740.0
0.1199,3.0,CA,Accountant/CPA,2013,760.0
0.1349,8.0,OR,Medical Technician,2011,720.0
0.1585,6.0,CT,Engineer - Chemical,2014,680.0
0.2024,4.0,IL,Analyst,2013,680.0
0.1139,10.0,VA,Chemist,2013,700.0
0.2452,6.0,FL,Teacher,2012,680.0
0.1319,7.0,KS,Teacher,2013,720.0
0.0743,9.0,GA,Computer Programmer,2010,840.0
0.2294,2.0,CA,Administrative Assistant,2014,660.0
0.1069,8.0,TX,Computer Programmer,2013,740.0
0.3335,6.0,GA,Professional,2009,640.0
0.1595,2.0,FL,Construction,2013,740.0
0.1365,6.0,IL,Skilled Labor,2013,700.0
0.3099,6.0,CA,Truck Driver,2011,680.0
0.0559,11.0,CA,Professional,2013,740.0
0.089,8.0,FL,Sales - Commission,2014,780.0
0.2572,5.0,TX,Accountant/CPA,2013,640.0
0.2246,3.0,MO,Professional,2013,660.0
0.0999,9.0,NJ,Clerical,2014,740.0
0.2499,6.0,OH,Other,2011,680.0
0.1319,6.0,TX,Construction,2013,720.0
0.1285,9.0,NM,Teacher,2014,680.0
0.3077,4.0,TN,Analyst,2012,680.0
0.2816,2.0,KY,Professional,2013,680.0
0.2262,5.0,AL,Professional,2012,660.0
0.0929,10.0,FL,Sales - Retail,2014,720.0
0.2079,6.0,MA,Truck Driver,2013,740.0
0.2172,3.0,MS,Attorney,2013,700.0
0.188,3.0,IL,Sales - Commission,2013,680.0
0.0799,9.0,IN,Other,2011,800.0
0.1125,10.0,GA,Professional,2009,720.0
0.0942,10.0,MI,Executive,2012,740.0
0.2172,2.0,NV,Professional,2013,680.0
0.1314,6.0,TX,Other,2013,720.0
0.1999,2.0,CA,Engineer - Mechanical,2013,700.0
0.0999,10.0,FL,Computer Programmer,2013,700.0
0.1099,9.0,OH,Accountant/CPA,2012,720.0
0.0989,6.0,TX,Food Service Management,2014,700.0
0.1365,5.0,CA,Construction,2014,760.0
0.2389,7.0,CT,Professional,2012,660.0
0.2816,3.0,WI,Professional,2013,640.0
0.0976,9.0,CO,Nurse (LPN),2012,740.0
0.28,3.0,IL,Other,2010,640.0
0.1572,4.0,NY,Administrative Assistant,2012,640.0
0.1374,7.0,TX,Professional,2013,680.0
0.1924,6.0,MS,Other,2013,660.0
0.1521,8.0,VA,Professional,2011,720.0
0.3099,2.0,CT,Other,2011,720.0
0.2605,4.0,MO,Clerical,2012,620.0
0.1814,4.0,TX,Sales - Commission,2013,660.0
0.0929,8.0,NY,Military Enlisted,2011,700.0
0.182,3.0,IN,Accountant/CPA,2014,700.0
0.14,8.0,NJ,Other,2010,720.0
0.1724,5.0,CO,Construction,2013,680.0
0.0999,9.0,VA,Other,2013,700.0
0.1555,4.0,TX,Police Officer/Correction Officer,2013,700.0
0.093,10.0,TX,Professional,2009,720.0
0.2599,3.0,CA,Professional,2013,640.0
0.2584,6.0,WI,Other,2012,700.0
0.2675,7.0,CO,Food Service Management,2011,660.0
0.212,4.0,NV,Other,2012,740.0
0.174,3.0,NJ,Nurse's Aide,2013,680.0
0.0829,8.0,IL,Analyst,2011,740.0
0.1884,7.0,CA,Professional,2013,660.0
0.0995,9.0,CT,Engineer - Electrical,2010,760.0
0.1214,4.0,FL,Sales - Commission,2013,720.0
0.1199,6.0,NY,Professional,2013,760.0
0.2187,2.0,GA,Postal Service,2012,640.0
0.3024,7.0,AZ,Skilled Labor,2009,760.0
0.2411,6.0,NJ,Other,2011,720.0
0.2392,4.0,MO,Other,2013,700.0
0.1435,7.0,MD,Construction,2013,660.0
0.14,5.0,CT,Other,2013,700.0
0.1884,6.0,CA,Other,2013,700.0
0.174,9.0,CA,Truck Driver,2010,600.0
0.1668,10.0,TN,Other,2012,700.0
0.3077,4.0,PA,Other,2012,700.0
0.2099,3.0,HI,Other,2013,700.0
0.1499,8.0,VA,Professional,2012,760.0
0.1555,6.0,SC,Sales - Commission,2014,680.0
0.3077,5.0,IL,Other,2012,660.0
0.1815,7.0,SC,Accountant/CPA,2013,640.0
0.2299,4.0,AR,Other,2011,680.0
0.2539,2.0,MD,Administrative Assistant,2013,740.0
0.1995,7.0,CA,Analyst,2009,760.0
0.3099,4.0,MA,Clerical,2011,640.0
0.0929,8.0,CO,Other,2011,740.0
0.2832,3.0,WY,Other,2013,680.0
0.1985,4.0,NV,Other,2013,640.0
0.104,9.0,CA,Other,2009,760.0
0.2299,4.0,TN,Professional,2011,720.0
0.3077,4.0,CA,Engineer - Electrical,2012,800.0
0.1699,9.0,IL,Clerical,2011,640.0
0.319,2.0,CO,Laborer,2010,680.0
0.2749,3.0,CA,Professional,2013,640.0
0.1259,6.0,CA,Principal,2013,760.0
0.2368,6.0,NJ,Other,2012,760.0
0.2466,2.0,TX,Sales - Commission,2013,660.0
0.212,5.0,CA,Professional,2012,700.0
0.1799,7.0,MD,Professor,2011,780.0
0.0754,10.0,CA,Engineer - Electrical,2011,800.0
0.1285,8.0,NC,Analyst,2010,740.0
0.3025,5.0,MI,Administrative Assistant,2011,640.0
